"Date","County","Pollutant","Measurement","AQI"
2011-05-28,"Alameda","PM2.5",3.6,20
2011-05-29,"Alameda","PM2.5",3.7,21
2011-05-30,"Alameda","PM2.5",3.2,18
2011-05-31,"Alameda","PM2.5",1.8,10
2011-06-01,"Alameda","PM2.5",1.4,8
2011-06-02,"Alameda","PM2.5",1,6
2011-06-03,"Alameda","PM2.5",3.4,19
2011-06-04,"Alameda","PM2.5",2.8,16
2011-06-05,"Alameda","PM2.5",3,17
2011-06-06,"Alameda","PM2.5",4,22
2011-06-07,"Alameda","PM2.5",6.7,37
2011-06-08,"Alameda","PM2.5",9.8,52
2011-06-09,"Alameda","PM2.5",9.8,52
2011-06-10,"Alameda","PM2.5",9.2,51
2011-06-11,"Alameda","PM2.5",4,22
2011-06-12,"Alameda","PM2.5",4.7,26
2011-06-13,"Alameda","PM2.5",3.4,19
2011-06-14,"Alameda","PM2.5",4.7,26
2011-06-15,"Alameda","PM2.5",8.8,49
2011-06-16,"Alameda","PM2.5",16.2,64
2011-06-17,"Alameda","PM2.5",12.7,58
2011-06-18,"Alameda","PM2.5",9.4,52
2011-06-19,"Alameda","PM2.5",5,28
2011-06-20,"Alameda","PM2.5",6.5,36
2011-06-21,"Alameda","PM2.5",7.1,39
2011-06-22,"Alameda","PM2.5",7.8,43
2011-06-23,"Alameda","PM2.5",8,44
2011-06-24,"Alameda","PM2.5",8.6,48
2011-06-25,"Alameda","PM2.5",9.5,52
2011-06-27,"Alameda","PM2.5",4.9,27
2011-06-28,"Alameda","PM2.5",1.7,9
2011-06-29,"Alameda","PM2.5",2,11
2011-06-30,"Alameda","PM2.5",2.7,15
2011-07-01,"Alameda","PM2.5",4.7,26
2011-07-02,"Alameda","PM2.5",8.5,47
2011-07-03,"Alameda","PM2.5",9.6,52
2011-07-04,"Alameda","PM2.5",15.6,63
2011-07-05,"Alameda","PM2.5",13,58
2011-07-06,"Alameda","PM2.5",8.7,48
2011-07-07,"Alameda","PM2.5",7.3,41
2011-07-08,"Alameda","PM2.5",9.6,52
2011-07-10,"Alameda","PM2.5",9.3,51
2011-07-11,"Alameda","PM2.5",3.5,19
2011-07-12,"Alameda","PM2.5",2.2,12
2011-07-13,"Alameda","PM2.5",1.5,8
2011-07-14,"Alameda","PM2.5",2.8,16
2011-07-15,"Alameda","PM2.5",2.1,12
2011-07-16,"Alameda","PM2.5",0.2,1
2011-07-17,"Alameda","PM2.5",0.4,2
2011-07-18,"Alameda","PM2.5",1.5,8
2011-07-19,"Alameda","PM2.5",1.3,7
2011-07-20,"Alameda","PM2.5",4.6,26
2011-07-21,"Alameda","PM2.5",6,33
2011-07-22,"Alameda","PM2.5",7.6,42
2011-07-23,"Alameda","PM2.5",5.8,32
2011-07-24,"Alameda","PM2.5",4,22
2011-07-25,"Alameda","PM2.5",2.5,14
2011-07-26,"Alameda","PM2.5",3.6,20
2011-07-27,"Alameda","PM2.5",4.2,23
2011-07-28,"Alameda","PM2.5",6.9,38
2011-07-29,"Alameda","PM2.5",8.1,45
2011-07-30,"Alameda","PM2.5",6.1,34
2011-07-31,"Alameda","PM2.5",5.3,29
2011-08-01,"Alameda","PM2.5",7,39
2011-08-02,"Alameda","PM2.5",7.2,40
2011-08-03,"Alameda","PM2.5",7.8,43
2011-08-04,"Alameda","PM2.5",2.5,14
2011-08-05,"Alameda","PM2.5",5.1,28
2011-08-06,"Alameda","PM2.5",5.8,32
2011-08-07,"Alameda","PM2.5",5.5,31
2011-08-08,"Alameda","PM2.5",6.8,38
2011-08-09,"Alameda","PM2.5",8.7,48
2011-08-10,"Alameda","PM2.5",9.8,52
2011-08-11,"Alameda","PM2.5",5.7,32
2011-08-12,"Alameda","PM2.5",8.2,46
2011-08-13,"Alameda","PM2.5",9.7,52
2011-08-14,"Alameda","PM2.5",6.2,34
2011-08-15,"Alameda","PM2.5",5.3,29
2011-08-16,"Alameda","PM2.5",5.8,32
2011-08-17,"Alameda","PM2.5",5.7,32
2011-08-18,"Alameda","PM2.5",8,44
2011-08-19,"Alameda","PM2.5",6.5,36
2011-08-20,"Alameda","PM2.5",4,22
2011-08-21,"Alameda","PM2.5",2.3,13
2011-08-22,"Alameda","PM2.5",4.5,25
2011-08-23,"Alameda","PM2.5",6.4,36
2011-08-24,"Alameda","PM2.5",6.8,38
2011-08-25,"Alameda","PM2.5",3.3,18
2011-08-26,"Alameda","PM2.5",7.8,43
2011-08-28,"Alameda","PM2.5",5.6,31
2011-08-29,"Alameda","PM2.5",8.5,47
2011-08-30,"Alameda","PM2.5",7.3,41
2011-08-31,"Alameda","PM2.5",7.3,41
2011-09-01,"Alameda","PM2.5",11.4,55
2011-09-02,"Alameda","PM2.5",11.3,55
2011-09-03,"Alameda","PM2.5",11.3,55
2011-09-04,"Alameda","PM2.5",14.8,62
2011-09-05,"Alameda","PM2.5",10,53
2011-09-06,"Alameda","PM2.5",8,44
2011-09-07,"Alameda","PM2.5",5.2,29
2011-09-08,"Alameda","PM2.5",6.5,36
2011-09-09,"Alameda","PM2.5",9.7,52
2011-09-11,"Alameda","PM2.5",8.7,48
2011-09-12,"Alameda","PM2.5",6.1,34
2011-09-13,"Alameda","PM2.5",8.4,47
2011-09-14,"Alameda","PM2.5",9.9,52
2011-09-15,"Alameda","PM2.5",5.9,33
2011-09-16,"Alameda","PM2.5",5.5,31
2011-09-17,"Alameda","PM2.5",6.3,35
2011-09-18,"Alameda","PM2.5",7.5,42
2011-09-19,"Alameda","PM2.5",9.1,51
2011-09-20,"Alameda","PM2.5",9,50
2011-09-21,"Alameda","PM2.5",6,33
2011-09-22,"Alameda","PM2.5",9.3,51
2011-09-23,"Alameda","PM2.5",7.9,44
2011-09-24,"Alameda","PM2.5",2.6,14
2011-09-25,"Alameda","PM2.5",1.7,9
2011-09-26,"Alameda","PM2.5",4.2,23
2011-09-27,"Alameda","PM2.5",5.2,29
2011-09-28,"Alameda","PM2.5",8.5,47
2011-09-29,"Alameda","PM2.5",8.8,49
2011-09-30,"Alameda","PM2.5",7.5,42
2011-10-01,"Alameda","PM2.5",1.4,8
2011-10-02,"Alameda","PM2.5",1.7,9
2011-10-03,"Alameda","PM2.5",1.5,8
2011-10-04,"Alameda","PM2.5",1.3,7
2011-10-05,"Alameda","PM2.5",1.3,7
2011-10-06,"Alameda","PM2.5",1.7,9
2011-10-07,"Alameda","PM2.5",3.6,20
2011-10-08,"Alameda","PM2.5",4.2,23
2011-10-09,"Alameda","PM2.5",3.3,18
2011-10-10,"Alameda","PM2.5",0.2,1
2011-10-11,"Alameda","PM2.5",0.3,2
2011-10-12,"Alameda","PM2.5",4.2,23
2011-10-13,"Alameda","PM2.5",8.5,47
2011-10-14,"Alameda","PM2.5",10.2,53
2011-10-15,"Alameda","PM2.5",10.2,53
2011-10-16,"Alameda","PM2.5",8.6,48
2011-10-17,"Alameda","PM2.5",5.3,29
2011-10-18,"Alameda","PM2.5",5.5,31
2011-10-19,"Alameda","PM2.5",6.2,34
2011-10-20,"Alameda","PM2.5",7.4,41
2011-10-21,"Alameda","PM2.5",8,44
2011-10-22,"Alameda","PM2.5",7.7,43
2011-10-23,"Alameda","PM2.5",7.1,39
2011-10-24,"Alameda","PM2.5",11.7,56
2011-10-25,"Alameda","PM2.5",8.9,49
2011-10-26,"Alameda","PM2.5",5.8,32
2011-10-27,"Alameda","PM2.5",7.7,43
2011-10-28,"Alameda","PM2.5",12.8,58
2011-10-29,"Alameda","PM2.5",11,55
2011-10-30,"Alameda","PM2.5",10,53
2011-10-31,"Alameda","PM2.5",8.8,49
2011-11-01,"Alameda","PM2.5",4,22
2011-11-02,"Alameda","PM2.5",3,17
2011-11-03,"Alameda","PM2.5",5.5,31
2011-11-04,"Alameda","PM2.5",3.7,21
2011-11-05,"Alameda","PM2.5",4,22
2011-11-06,"Alameda","PM2.5",4.1,23
2011-11-07,"Alameda","PM2.5",6.5,36
2011-11-08,"Alameda","PM2.5",10.7,54
2011-11-09,"Alameda","PM2.5",24.3,79
2011-11-10,"Alameda","PM2.5",27.1,85
2011-11-11,"Alameda","PM2.5",15.5,63
2011-11-12,"Alameda","PM2.5",14.7,61
2011-11-13,"Alameda","PM2.5",12.7,58
2011-11-14,"Alameda","PM2.5",8.1,45
2011-11-15,"Alameda","PM2.5",11.9,56
2011-11-16,"Alameda","PM2.5",9.1,51
2011-11-17,"Alameda","PM2.5",4,22
2011-11-18,"Alameda","PM2.5",3,17
2011-11-19,"Alameda","PM2.5",3.2,18
2011-11-20,"Alameda","PM2.5",1.7,9
2011-11-21,"Alameda","PM2.5",5.2,29
2011-11-22,"Alameda","PM2.5",8.1,45
2011-11-23,"Alameda","PM2.5",8.7,48
2011-11-24,"Alameda","PM2.5",3.3,18
2011-11-25,"Alameda","PM2.5",1.8,10
2011-11-26,"Alameda","PM2.5",10.1,53
2011-11-27,"Alameda","PM2.5",18.1,68
2011-11-28,"Alameda","PM2.5",16.8,65
2011-11-29,"Alameda","PM2.5",13,58
2011-11-30,"Alameda","PM2.5",5.9,33
2011-12-01,"Alameda","PM2.5",0.5,3
2011-12-02,"Alameda","PM2.5",2,11
2011-12-03,"Alameda","PM2.5",0.8,4
2011-12-04,"Alameda","PM2.5",6.5,36
2011-12-05,"Alameda","PM2.5",14.1,60
2011-12-06,"Alameda","PM2.5",27,84
2011-12-07,"Alameda","PM2.5",26.2,83
2011-12-08,"Alameda","PM2.5",27.4,85
2011-12-09,"Alameda","PM2.5",31.1,92
2011-12-10,"Alameda","PM2.5",39.7,111
2011-12-11,"Alameda","PM2.5",19.2,70
2011-12-12,"Alameda","PM2.5",17.6,67
2011-12-13,"Alameda","PM2.5",19.2,70
2011-12-14,"Alameda","PM2.5",12.6,58
2011-12-15,"Alameda","PM2.5",14.5,61
2011-12-16,"Alameda","PM2.5",7,39
2011-12-17,"Alameda","PM2.5",16.9,66
2011-12-18,"Alameda","PM2.5",15.3,63
2011-12-19,"Alameda","PM2.5",5,28
2011-12-20,"Alameda","PM2.5",17.2,66
2011-12-21,"Alameda","PM2.5",14.9,62
2011-12-22,"Alameda","PM2.5",3.8,21
2011-12-23,"Alameda","PM2.5",12.4,57
2011-12-24,"Alameda","PM2.5",35,99
2011-12-25,"Alameda","PM2.5",45.4,125
2011-12-26,"Alameda","PM2.5",34.8,99
2011-12-27,"Alameda","PM2.5",13.6,59
2011-12-28,"Alameda","PM2.5",11.7,56
2011-12-29,"Alameda","PM2.5",11.4,55
2011-12-30,"Alameda","PM2.5",3.4,19
2011-12-31,"Alameda","PM2.5",4.7,26
2012-01-01,"Alameda","PM2.5",18.7,69
2012-01-02,"Alameda","PM2.5",22.4,76
2012-01-03,"Alameda","PM2.5",25.5,82
2012-01-04,"Alameda","PM2.5",23.2,77
2012-01-05,"Alameda","PM2.5",13.4,59
2012-01-06,"Alameda","PM2.5",15,62
2012-01-07,"Alameda","PM2.5",7.5,42
2012-01-08,"Alameda","PM2.5",7,39
2012-01-09,"Alameda","PM2.5",31.6,93
2012-01-10,"Alameda","PM2.5",33.6,97
2012-01-11,"Alameda","PM2.5",18.9,69
2012-01-12,"Alameda","PM2.5",9.3,51
2012-01-13,"Alameda","PM2.5",19.3,70
2012-01-14,"Alameda","PM2.5",31.4,93
2012-01-15,"Alameda","PM2.5",12.5,57
2012-01-16,"Alameda","PM2.5",8,44
2012-01-17,"Alameda","PM2.5",9.8,52
2012-01-18,"Alameda","PM2.5",10.1,53
2012-01-19,"Alameda","PM2.5",9.7,52
2012-01-20,"Alameda","PM2.5",4.7,26
2012-01-21,"Alameda","PM2.5",9,50
2012-01-22,"Alameda","PM2.5",8.1,45
2012-01-23,"Alameda","PM2.5",7,39
2012-01-24,"Alameda","PM2.5",12.1,57
2012-01-25,"Alameda","PM2.5",14.1,60
2012-01-26,"Alameda","PM2.5",10.3,53
2012-01-27,"Alameda","PM2.5",10.9,54
2012-01-28,"Alameda","PM2.5",8.3,46
2012-01-29,"Alameda","PM2.5",24.7,80
2012-01-30,"Alameda","PM2.5",13.6,59
2012-01-31,"Alameda","PM2.5",8.6,48
2012-02-01,"Alameda","PM2.5",10.5,54
2012-02-02,"Alameda","PM2.5",9.3,51
2012-02-03,"Alameda","PM2.5",13.7,60
2012-02-04,"Alameda","PM2.5",17.7,67
2012-02-05,"Alameda","PM2.5",12.2,57
2012-02-06,"Alameda","PM2.5",13.9,60
2012-02-07,"Alameda","PM2.5",8,44
2012-02-08,"Alameda","PM2.5",16.4,65
2012-02-09,"Alameda","PM2.5",10.4,53
2012-02-10,"Alameda","PM2.5",8.5,47
2012-02-11,"Alameda","PM2.5",3.6,20
2012-02-12,"Alameda","PM2.5",7.5,42
2012-02-13,"Alameda","PM2.5",5.2,29
2012-02-14,"Alameda","PM2.5",7.2,40
2012-02-15,"Alameda","PM2.5",5,28
2012-02-16,"Alameda","PM2.5",6.5,36
2012-02-17,"Alameda","PM2.5",8.5,47
2012-02-18,"Alameda","PM2.5",7.6,42
2012-02-19,"Alameda","PM2.5",6.7,37
2012-02-20,"Alameda","PM2.5",8.1,45
2012-02-21,"Alameda","PM2.5",15.2,62
2012-02-22,"Alameda","PM2.5",14.1,60
2012-02-23,"Alameda","PM2.5",10.2,53
2012-02-24,"Alameda","PM2.5",5.2,29
2012-02-25,"Alameda","PM2.5",7.9,44
2012-02-26,"Alameda","PM2.5",8,44
2012-02-27,"Alameda","PM2.5",8,44
2012-02-28,"Alameda","PM2.5",6,33
2012-02-29,"Alameda","PM2.5",5.6,31
2012-03-01,"Alameda","PM2.5",7.6,42
2012-03-02,"Alameda","PM2.5",7,39
2012-03-03,"Alameda","PM2.5",7.5,42
2012-03-04,"Alameda","PM2.5",11.2,55
2012-03-05,"Alameda","PM2.5",10.1,53
2012-03-06,"Alameda","PM2.5",5.1,28
2012-03-07,"Alameda","PM2.5",5.2,29
2012-03-08,"Alameda","PM2.5",9.9,52
2012-03-09,"Alameda","PM2.5",14.7,61
2012-03-10,"Alameda","PM2.5",6.5,36
2012-03-11,"Alameda","PM2.5",6.6,37
2012-03-12,"Alameda","PM2.5",8.3,46
2012-03-13,"Alameda","PM2.5",2.5,14
2012-03-14,"Alameda","PM2.5",1.5,8
2012-03-15,"Alameda","PM2.5",3.2,18
2012-03-16,"Alameda","PM2.5",3.2,18
2012-03-17,"Alameda","PM2.5",5.1,28
2012-03-18,"Alameda","PM2.5",4,22
2012-03-19,"Alameda","PM2.5",7.7,43
2012-03-20,"Alameda","PM2.5",8.3,46
2012-03-21,"Alameda","PM2.5",9.6,52
2012-03-22,"Alameda","PM2.5",3.3,18
2012-03-23,"Alameda","PM2.5",4.3,24
2012-03-24,"Alameda","PM2.5",3.4,19
2012-03-25,"Alameda","PM2.5",4.4,24
2012-03-26,"Alameda","PM2.5",4.5,25
2012-03-27,"Alameda","PM2.5",4.4,24
2012-03-28,"Alameda","PM2.5",8.8,49
2012-03-29,"Alameda","PM2.5",14.2,61
2012-03-30,"Alameda","PM2.5",9.2,51
2012-03-31,"Alameda","PM2.5",6.2,34
2012-04-01,"Alameda","PM2.5",10.7,54
2012-04-02,"Alameda","PM2.5",8.7,48
2012-04-03,"Alameda","PM2.5",8.2,46
2012-04-04,"Alameda","PM2.5",5.9,33
2012-04-05,"Alameda","PM2.5",6.2,34
2012-04-06,"Alameda","PM2.5",7,39
2012-04-07,"Alameda","PM2.5",9.6,52
2012-04-08,"Alameda","PM2.5",9.6,52
2012-04-09,"Alameda","PM2.5",9.8,52
2012-04-10,"Alameda","PM2.5",6.4,36
2012-04-11,"Alameda","PM2.5",5.2,29
2012-04-12,"Alameda","PM2.5",7.3,41
2012-04-13,"Alameda","PM2.5",5.1,28
2012-04-14,"Alameda","PM2.5",7.3,41
2012-04-15,"Alameda","PM2.5",9.7,52
2012-04-16,"Alameda","PM2.5",7,39
2012-04-17,"Alameda","PM2.5",7.9,44
2012-04-18,"Alameda","PM2.5",7.3,41
2012-04-19,"Alameda","PM2.5",8,44
2012-04-20,"Alameda","PM2.5",8.6,48
2012-04-21,"Alameda","PM2.5",12.6,58
2012-04-22,"Alameda","PM2.5",7.2,40
2012-04-23,"Alameda","PM2.5",4.3,24
2012-04-24,"Alameda","PM2.5",5.2,29
2012-04-25,"Alameda","PM2.5",4,22
2012-04-26,"Alameda","PM2.5",3.5,19
2012-04-27,"Alameda","PM2.5",7.8,43
2012-04-28,"Alameda","PM2.5",10.7,54
2012-04-29,"Alameda","PM2.5",11.8,56
2012-04-30,"Alameda","PM2.5",10.9,54
2012-05-01,"Alameda","PM2.5",9.1,51
2012-05-02,"Alameda","PM2.5",7.8,43
2012-05-03,"Alameda","PM2.5",4.3,24
2012-05-04,"Alameda","PM2.5",5.5,31
2012-05-05,"Alameda","PM2.5",12.5,57
2012-05-06,"Alameda","PM2.5",15.5,63
2012-05-07,"Alameda","PM2.5",16.4,65
2012-05-08,"Alameda","PM2.5",21,73
2012-05-09,"Alameda","PM2.5",21.5,74
2012-05-10,"Alameda","PM2.5",19.1,70
2012-05-11,"Alameda","PM2.5",18.4,68
2012-05-12,"Alameda","PM2.5",13.5,59
2012-05-13,"Alameda","PM2.5",13.6,59
2012-05-14,"Alameda","PM2.5",11.3,55
2012-05-15,"Alameda","PM2.5",9.5,52
2012-05-16,"Alameda","PM2.5",12.5,57
2012-05-17,"Alameda","PM2.5",18,68
2012-05-18,"Alameda","PM2.5",18.5,69
2012-05-19,"Alameda","PM2.5",17.2,66
2012-05-20,"Alameda","PM2.5",11.1,55
2012-05-21,"Alameda","PM2.5",5.3,29
2012-05-22,"Alameda","PM2.5",8.4,47
2012-05-23,"Alameda","PM2.5",10.7,54
2012-05-24,"Alameda","PM2.5",11,55
2012-05-25,"Alameda","PM2.5",8.1,45
2012-05-26,"Alameda","PM2.5",9.8,52
2012-05-27,"Alameda","PM2.5",7.6,42
2012-05-28,"Alameda","PM2.5",5.7,32
2012-05-29,"Alameda","PM2.5",9.8,52
2012-06-05,"Alameda","PM2.5",5.8,32
2012-06-06,"Alameda","PM2.5",9.1,51
2012-06-07,"Alameda","PM2.5",6.5,36
2012-06-08,"Alameda","PM2.5",8.8,49
2012-06-09,"Alameda","PM2.5",8.5,47
2012-06-10,"Alameda","PM2.5",5.2,29
2012-06-11,"Alameda","PM2.5",11.7,56
2012-06-12,"Alameda","PM2.5",11.3,55
2012-06-13,"Alameda","PM2.5",9.1,51
2012-06-14,"Alameda","PM2.5",19.6,71
2012-06-15,"Alameda","PM2.5",18.6,69
2012-06-16,"Alameda","PM2.5",17.2,66
2012-06-17,"Alameda","PM2.5",10.4,53
2012-06-18,"Alameda","PM2.5",5.8,32
2012-06-19,"Alameda","PM2.5",14.7,61
2012-06-20,"Alameda","PM2.5",15.5,63
2012-06-21,"Alameda","PM2.5",6.2,34
2012-06-22,"Alameda","PM2.5",3.3,18
2012-06-23,"Alameda","PM2.5",2.7,15
2012-06-24,"Alameda","PM2.5",3.9,22
2012-06-25,"Alameda","PM2.5",4,22
2012-06-26,"Alameda","PM2.5",5.3,29
2012-06-27,"Alameda","PM2.5",6.3,35
2012-06-28,"Alameda","PM2.5",5.2,29
2012-06-29,"Alameda","PM2.5",4,22
2012-06-30,"Alameda","PM2.5",2.5,14
2012-07-01,"Alameda","PM2.5",3.8,21
2012-07-02,"Alameda","PM2.5",9.5,52
2012-07-03,"Alameda","PM2.5",11.2,55
2012-07-04,"Alameda","PM2.5",17.3,66
2012-07-05,"Alameda","PM2.5",7.3,41
2012-07-06,"Alameda","PM2.5",8.3,46
2012-07-07,"Alameda","PM2.5",9.6,52
2012-07-08,"Alameda","PM2.5",5.1,28
2012-07-09,"Alameda","PM2.5",8,44
2012-07-10,"Alameda","PM2.5",18.8,69
2012-07-11,"Alameda","PM2.5",14,60
2012-07-12,"Alameda","PM2.5",9.7,52
2012-07-13,"Alameda","PM2.5",9.3,51
2012-07-14,"Alameda","PM2.5",6,33
2012-07-15,"Alameda","PM2.5",6.5,36
2012-07-16,"Alameda","PM2.5",3.1,17
2012-07-17,"Alameda","PM2.5",2.1,12
2012-07-18,"Alameda","PM2.5",3.8,21
2012-07-19,"Alameda","PM2.5",4.6,26
2012-07-20,"Alameda","PM2.5",8,44
2012-07-21,"Alameda","PM2.5",10.4,53
2012-07-22,"Alameda","PM2.5",12.3,57
2012-07-23,"Alameda","PM2.5",12.1,57
2012-07-24,"Alameda","PM2.5",11.3,55
2012-07-25,"Alameda","PM2.5",8.5,47
2012-07-26,"Alameda","PM2.5",3.7,21
2012-07-27,"Alameda","PM2.5",4.1,23
2012-07-28,"Alameda","PM2.5",4.9,27
2012-07-29,"Alameda","PM2.5",6.7,37
2012-07-30,"Alameda","PM2.5",12.5,57
2012-07-31,"Alameda","PM2.5",11.3,55
2012-08-01,"Alameda","PM2.5",11.7,56
2012-08-02,"Alameda","PM2.5",11.4,55
2012-08-03,"Alameda","PM2.5",8,44
2012-08-04,"Alameda","PM2.5",2.8,16
2012-08-05,"Alameda","PM2.5",2.5,14
2012-08-06,"Alameda","PM2.5",4.5,25
2012-08-07,"Alameda","PM2.5",6.7,37
2012-08-08,"Alameda","PM2.5",9,50
2012-08-09,"Alameda","PM2.5",11,55
2012-08-10,"Alameda","PM2.5",13.3,59
2012-08-11,"Alameda","PM2.5",12,56
2012-08-12,"Alameda","PM2.5",8.1,45
2012-08-13,"Alameda","PM2.5",7.2,40
2012-08-14,"Alameda","PM2.5",7.2,40
2012-08-15,"Alameda","PM2.5",13.4,59
2012-08-16,"Alameda","PM2.5",6.3,35
2012-08-17,"Alameda","PM2.5",6.2,34
2012-08-18,"Alameda","PM2.5",4.5,25
2012-08-19,"Alameda","PM2.5",4.9,27
2012-08-20,"Alameda","PM2.5",6.1,34
2012-08-21,"Alameda","PM2.5",7.8,43
2012-08-22,"Alameda","PM2.5",5.4,30
2012-08-23,"Alameda","PM2.5",10.3,53
2012-08-24,"Alameda","PM2.5",13,58
2012-08-25,"Alameda","PM2.5",11.5,55
2012-08-26,"Alameda","PM2.5",5.5,31
2012-08-27,"Alameda","PM2.5",6.5,36
2012-08-28,"Alameda","PM2.5",6.7,37
2012-08-29,"Alameda","PM2.5",11.4,55
2012-08-30,"Alameda","PM2.5",10.4,53
2012-08-31,"Alameda","PM2.5",7.4,41
2012-09-01,"Alameda","PM2.5",11,55
2012-09-02,"Alameda","PM2.5",12.7,58
2012-09-03,"Alameda","PM2.5",12.7,58
2012-09-04,"Alameda","PM2.5",8.9,49
2012-09-05,"Alameda","PM2.5",13,58
2012-09-06,"Alameda","PM2.5",11.4,55
2012-09-07,"Alameda","PM2.5",8.2,46
2012-09-08,"Alameda","PM2.5",6.7,37
2012-09-09,"Alameda","PM2.5",7.7,43
2012-09-10,"Alameda","PM2.5",10.7,54
2012-09-11,"Alameda","PM2.5",14.3,61
2012-09-12,"Alameda","PM2.5",11.5,55
2012-09-13,"Alameda","PM2.5",11.7,56
2012-09-14,"Alameda","PM2.5",12,56
2012-09-15,"Alameda","PM2.5",9.7,52
2012-09-16,"Alameda","PM2.5",12.2,57
2012-09-17,"Alameda","PM2.5",9.6,52
2012-09-18,"Alameda","PM2.5",7.3,41
2012-09-19,"Alameda","PM2.5",10.5,54
2012-09-20,"Alameda","PM2.5",12,56
2012-09-21,"Alameda","PM2.5",11.2,55
2012-09-22,"Alameda","PM2.5",13.8,60
2012-09-23,"Alameda","PM2.5",13.3,59
2012-09-24,"Alameda","PM2.5",10.4,53
2012-09-25,"Alameda","PM2.5",13.8,60
2012-09-26,"Alameda","PM2.5",16.1,64
2012-09-27,"Alameda","PM2.5",15.9,64
2012-09-28,"Alameda","PM2.5",13.3,59
2012-09-29,"Alameda","PM2.5",11.7,56
2012-09-30,"Alameda","PM2.5",13.1,58
2012-10-01,"Alameda","PM2.5",12,56
2012-10-02,"Alameda","PM2.5",12.3,57
2012-10-03,"Alameda","PM2.5",14.7,61
2012-10-04,"Alameda","PM2.5",11.6,56
2012-10-05,"Alameda","PM2.5",7.1,39
2012-10-06,"Alameda","PM2.5",7.9,44
2012-10-07,"Alameda","PM2.5",7,39
2012-10-08,"Alameda","PM2.5",7.2,40
2012-10-09,"Alameda","PM2.5",8.2,46
2012-10-10,"Alameda","PM2.5",9.3,51
2012-10-11,"Alameda","PM2.5",8.1,45
2012-10-12,"Alameda","PM2.5",4.2,23
2012-10-13,"Alameda","PM2.5",7,39
2012-10-14,"Alameda","PM2.5",6.1,34
2012-10-15,"Alameda","PM2.5",8.9,49
2012-10-16,"Alameda","PM2.5",5.7,32
2012-10-17,"Alameda","PM2.5",8.2,46
2012-10-18,"Alameda","PM2.5",11.5,55
2012-10-19,"Alameda","PM2.5",6.5,36
2012-10-20,"Alameda","PM2.5",6.4,36
2012-10-21,"Alameda","PM2.5",7,39
2012-10-22,"Alameda","PM2.5",4,22
2012-10-23,"Alameda","PM2.5",4.5,25
2012-10-24,"Alameda","PM2.5",5.2,29
2012-10-25,"Alameda","PM2.5",4.5,25
2012-10-26,"Alameda","PM2.5",7,39
2012-10-27,"Alameda","PM2.5",9.5,52
2012-10-28,"Alameda","PM2.5",6.6,37
2012-10-29,"Alameda","PM2.5",11.1,55
2012-10-30,"Alameda","PM2.5",8.4,47
2012-10-31,"Alameda","PM2.5",3.3,18
2012-11-01,"Alameda","PM2.5",5.8,32
2012-11-02,"Alameda","PM2.5",7.1,39
2012-11-03,"Alameda","PM2.5",11.3,55
2012-11-04,"Alameda","PM2.5",10.1,53
2012-11-05,"Alameda","PM2.5",11.7,56
2012-11-06,"Alameda","PM2.5",19,69
2012-11-07,"Alameda","PM2.5",15.2,62
2012-11-08,"Alameda","PM2.5",6.4,36
2012-11-09,"Alameda","PM2.5",5.3,29
2012-11-10,"Alameda","PM2.5",7.1,39
2012-11-11,"Alameda","PM2.5",9.8,52
2012-11-12,"Alameda","PM2.5",11,55
2012-11-13,"Alameda","PM2.5",12.3,57
2012-11-14,"Alameda","PM2.5",11.3,55
2012-11-15,"Alameda","PM2.5",19.3,70
2012-11-16,"Alameda","PM2.5",12.5,57
2012-11-17,"Alameda","PM2.5",3.3,18
2012-11-18,"Alameda","PM2.5",7.4,41
2012-11-19,"Alameda","PM2.5",6.8,38
2012-11-20,"Alameda","PM2.5",6.2,34
2012-11-21,"Alameda","PM2.5",7.5,42
2012-11-22,"Alameda","PM2.5",10.8,54
2012-11-23,"Alameda","PM2.5",9.9,52
2012-11-24,"Alameda","PM2.5",13,58
2012-11-25,"Alameda","PM2.5",15.8,63
2012-11-26,"Alameda","PM2.5",18.3,68
2012-11-27,"Alameda","PM2.5",16.4,65
2012-11-28,"Alameda","PM2.5",7.1,39
2012-11-29,"Alameda","PM2.5",6.2,34
2012-11-30,"Alameda","PM2.5",3.6,20
2012-12-01,"Alameda","PM2.5",6.5,36
2012-12-02,"Alameda","PM2.5",6.1,34
2012-12-03,"Alameda","PM2.5",11.2,55
2012-12-04,"Alameda","PM2.5",11,55
2012-12-05,"Alameda","PM2.5",6.9,38
2012-12-06,"Alameda","PM2.5",9.2,51
2012-12-07,"Alameda","PM2.5",12,56
2012-12-08,"Alameda","PM2.5",12.4,57
2012-12-09,"Alameda","PM2.5",9.1,51
2012-12-10,"Alameda","PM2.5",6.7,37
2012-12-11,"Alameda","PM2.5",8.8,49
2012-12-12,"Alameda","PM2.5",5.3,29
2012-12-13,"Alameda","PM2.5",6.7,37
2012-12-14,"Alameda","PM2.5",9.6,52
2012-12-15,"Alameda","PM2.5",9.2,51
2012-12-16,"Alameda","PM2.5",9.1,51
2012-12-17,"Alameda","PM2.5",6.2,34
2012-12-18,"Alameda","PM2.5",6.9,38
2012-12-19,"Alameda","PM2.5",8,44
2012-12-20,"Alameda","PM2.5",6,33
2012-12-21,"Alameda","PM2.5",5.1,28
2012-12-22,"Alameda","PM2.5",5,28
