"Date","County","Pollutant","Measurement","AQI"
2023-08-30,"San Mateo","NOx",13.321739,25
2023-08-31,"San Mateo","NOx",8.017391,26
2023-09-01,"San Mateo","NOx",2.084211,6
2023-09-02,"San Mateo","NOx",3.043478,5
2023-09-03,"San Mateo","NOx",1.191304,1
2023-09-04,"San Mateo","NOx",3.078261,6
2023-09-05,"San Mateo","NOx",6.752174,12
2023-09-06,"San Mateo","NOx",4.547826,9
2023-09-07,"San Mateo","NOx",6.66087,14
2023-09-08,"San Mateo","NOx",9.273913,13
2023-09-09,"San Mateo","NOx",6.617391,12
2023-09-10,"San Mateo","NOx",4.904348,9
2023-09-11,"San Mateo","NOx",7.208696,20
2023-09-12,"San Mateo","NOx",5.452174,13
2023-09-13,"San Mateo","NOx",6.756522,12
2023-09-14,"San Mateo","NOx",4.33913,6
2023-09-15,"San Mateo","NOx",3.578261,5
2023-09-16,"San Mateo","NOx",2.234783,8
2023-09-17,"San Mateo","NOx",2.147826,6
2023-09-18,"San Mateo","NOx",4.786957,14
2023-09-19,"San Mateo","NOx",5.613043,17
2023-09-20,"San Mateo","NOx",4.065217,8
2023-09-21,"San Mateo","NOx",6.691304,18
2023-09-22,"San Mateo","NOx",7.121739,21
2023-09-23,"San Mateo","NOx",4.4,7
2023-09-24,"San Mateo","NOx",4.652174,12
2023-09-25,"San Mateo","NOx",4.895652,13
2023-09-26,"San Mateo","NOx",4.321739,8
2023-09-27,"San Mateo","NOx",6.173913,19
2023-09-28,"San Mateo","NOx",7.8,14
2023-09-29,"San Mateo","NOx",4.586957,14
2023-09-30,"San Mateo","NOx",1.873913,5
2023-10-01,"San Mateo","NOx",4.53913,7
2023-10-02,"San Mateo","NOx",10.547826,17
2023-10-03,"San Mateo","NOx",14.769565,26
2023-10-04,"San Mateo","NOx",13.778261,26
2023-10-05,"San Mateo","NOx",16.043478,29
2023-10-06,"San Mateo","NOx",18.369565,34
2023-10-07,"San Mateo","NOx",14.626087,23
2023-10-08,"San Mateo","NOx",8.221739,20
2023-10-09,"San Mateo","NOx",3.621739,6
2023-10-10,"San Mateo","NOx",2.734783,10
2023-10-11,"San Mateo","NOx",4.691304,11
2023-10-12,"San Mateo","NOx",10.452174,19
2023-10-13,"San Mateo","NOx",10.517391,25
2023-10-14,"San Mateo","NOx",7.634783,13
2023-10-15,"San Mateo","NOx",5.369565,15
2023-10-16,"San Mateo","NOx",8.634783,15
2023-10-17,"San Mateo","NOx",9.413043,14
2023-10-18,"San Mateo","NOx",16.634783,40
2023-10-19,"San Mateo","NOx",19.473913,31
2023-10-20,"San Mateo","NOx",8.213043,17
2023-10-21,"San Mateo","NOx",5.521739,13
2023-10-22,"San Mateo","NOx",1.895652,4
2023-10-23,"San Mateo","NOx",6.83913,13
2023-10-24,"San Mateo","NOx",7.795652,10
2023-10-25,"San Mateo","NOx",5.704348,15
2023-10-26,"San Mateo","NOx",9.595652,25
2023-10-27,"San Mateo","NOx",9.317391,23
2023-10-28,"San Mateo","NOx",11.226087,24
2023-10-29,"San Mateo","NOx",12.321739,24
2023-10-30,"San Mateo","NOx",21.847826,48
2023-10-31,"San Mateo","NOx",25.526087,33
2023-11-01,"San Mateo","NOx",26.034783,43
2023-11-02,"San Mateo","NOx",29.978261,52
2023-11-03,"San Mateo","NOx",25.853846,30
2023-11-04,"San Mateo","NOx",6.078261,15
2023-11-05,"San Mateo","NOx",1.866667,4
2023-11-06,"San Mateo","NOx",3.688889,11
2023-11-07,"San Mateo","NOx",7.673913,19
2023-11-08,"San Mateo","NOx",13.347826,25
2023-11-09,"San Mateo","NOx",17.015,25
2023-11-10,"San Mateo","NOx",16.421739,31
2023-11-11,"San Mateo","NOx",18.213043,30
2023-11-12,"San Mateo","NOx",10.008696,20
2023-11-13,"San Mateo","NOx",9.686957,15
2023-11-14,"San Mateo","NOx",9.734783,25
2023-11-15,"San Mateo","NOx",12.365217,21
2023-11-16,"San Mateo","NOx",11.89,18
2023-11-17,"San Mateo","NOx",10.285714,13
2023-11-18,"San Mateo","NOx",1.443478,3
2023-11-19,"San Mateo","NOx",6.804348,16
2023-11-20,"San Mateo","NOx",13.865,28
2023-11-21,"San Mateo","NOx",17.708696,28
2023-11-22,"San Mateo","NOx",18.4,24
2023-11-23,"San Mateo","NOx",12.008696,20
2023-11-24,"San Mateo","NOx",11.930435,26
2023-11-25,"San Mateo","NOx",12.421739,21
2023-11-26,"San Mateo","NOx",14.621739,24
2023-11-27,"San Mateo","NOx",19.882609,30
2023-11-28,"San Mateo","NOx",24.313333,31
2023-11-29,"San Mateo","NOx",14.33913,23
2023-11-30,"San Mateo","NOx",6.7875,18
2023-12-01,"San Mateo","NOx",11.104348,23
2023-12-02,"San Mateo","NOx",4.917391,10
2023-12-03,"San Mateo","NOx",7.869565,17
2023-12-04,"San Mateo","NOx",9.2,11
2023-12-05,"San Mateo","NOx",14.534783,25
2023-12-06,"San Mateo","NOx",10.004348,20
2023-12-07,"San Mateo","NOx",10.456522,16
2023-12-08,"San Mateo","NOx",13.85,14
2023-12-09,"San Mateo","NOx",13.021739,25
2023-12-10,"San Mateo","NOx",15.786957,24
2023-12-11,"San Mateo","NOx",16.66087,25
2023-12-12,"San Mateo","NOx",12.282609,22
2023-12-13,"San Mateo","NOx",15.13913,24
2023-12-14,"San Mateo","NOx",18.578261,29
2023-12-15,"San Mateo","NOx",20.334783,31
2023-12-16,"San Mateo","NOx",20.534783,33
2023-12-17,"San Mateo","NOx",20.526087,25
2023-12-18,"San Mateo","NOx",6.869565,12
2023-12-19,"San Mateo","NOx",4.382609,8
2023-12-20,"San Mateo","NOx",8.108696,20
2023-12-21,"San Mateo","NOx",12.678261,25
2023-12-22,"San Mateo","NOx",9.3,14
2023-12-23,"San Mateo","NOx",11.456522,25
2023-12-24,"San Mateo","NOx",13.66087,21
2023-12-25,"San Mateo","NOx",10.156522,13
2023-12-26,"San Mateo","NOx",13.921739,20
2023-12-27,"San Mateo","NOx",7.369565,17
2023-12-28,"San Mateo","NOx",14.695652,24
2023-12-29,"San Mateo","NOx",6.391304,16
2023-12-30,"San Mateo","NOx",6.108696,14
2023-12-31,"San Mateo","NOx",9.247826,15
2011-01-01,"San Mateo","COx",0.305556,6
2011-01-02,"San Mateo","COx",0.283333,5
2011-01-03,"San Mateo","COx",0.4625,8
2011-01-04,"San Mateo","COx",0.7125,13
2011-01-05,"San Mateo","COx",0.779167,14
2011-01-06,"San Mateo","COx",0.833333,16
2011-01-07,"San Mateo","COx",0.558333,10
2011-01-08,"San Mateo","COx",0.429167,7
2011-01-09,"San Mateo","COx",0.4,7
2011-01-10,"San Mateo","COx",0.708333,13
2011-01-11,"San Mateo","COx",0.704167,10
2011-01-12,"San Mateo","COx",0.729167,11
2011-01-13,"San Mateo","COx",0.879167,11
2011-01-14,"San Mateo","COx",0.583333,11
2011-01-15,"San Mateo","COx",0.866667,14
2011-01-16,"San Mateo","COx",0.804167,16
2011-01-17,"San Mateo","COx",0.75,13
2011-01-18,"San Mateo","COx",0.7625,11
2011-01-19,"San Mateo","COx",0.583333,11
2011-01-20,"San Mateo","COx",0.675,10
2011-01-21,"San Mateo","COx",0.883333,14
2011-01-22,"San Mateo","COx",0.741667,11
2011-01-23,"San Mateo","COx",0.545833,10
2011-01-24,"San Mateo","COx",0.941667,14
2011-01-25,"San Mateo","COx",0.891667,15
2011-01-26,"San Mateo","COx",0.758333,13
2011-01-27,"San Mateo","COx",0.9625,16
2011-01-28,"San Mateo","COx",0.7,13
2011-01-29,"San Mateo","COx",0.441667,6
2011-01-30,"San Mateo","COx",0.4625,7
2011-01-31,"San Mateo","COx",0.795833,14
2011-02-01,"San Mateo","COx",0.654167,9
2011-02-02,"San Mateo","COx",0.55,9
2011-02-03,"San Mateo","COx",0.8125,14
2011-02-04,"San Mateo","COx",1.004167,15
2011-02-05,"San Mateo","COx",0.879167,15
2011-02-06,"San Mateo","COx",0.4375,7
2011-02-07,"San Mateo","COx",0.75,14
2011-02-08,"San Mateo","COx",0.416667,6
2011-02-09,"San Mateo","COx",0.575,9
2011-02-10,"San Mateo","COx",0.733333,13
2011-02-11,"San Mateo","COx",0.8375,14
2011-02-12,"San Mateo","COx",0.8,11
2011-02-13,"San Mateo","COx",0.629167,9
2011-02-14,"San Mateo","COx",0.559091,7
2011-02-15,"San Mateo","COx",0.5375,7
2011-02-16,"San Mateo","COx",0.435294,6
2011-02-17,"San Mateo","COx",0.4125,6
2011-02-18,"San Mateo","COx",0.566667,9
2011-02-19,"San Mateo","COx",0.4,5
2011-02-20,"San Mateo","COx",0.4625,7
2011-02-21,"San Mateo","COx",0.541667,9
2011-02-22,"San Mateo","COx",0.540909,9
2011-02-23,"San Mateo","COx",0.495833,9
2011-02-24,"San Mateo","COx",0.423529,8
2011-02-25,"San Mateo","COx",0.266667,5
2011-02-26,"San Mateo","COx",0.35,5
2011-02-27,"San Mateo","COx",0.383333,6
2011-02-28,"San Mateo","COx",0.433333,8
2011-03-01,"San Mateo","COx",0.3,3
2011-03-02,"San Mateo","COx",0.258333,3
2011-03-03,"San Mateo","COx",0.326087,6
2011-03-04,"San Mateo","COx",0.483333,8
2011-03-05,"San Mateo","COx",0.4125,6
2011-03-06,"San Mateo","COx",0.279167,5
2011-03-07,"San Mateo","COx",0.242857,5
2011-03-08,"San Mateo","COx",0.345833,6
2011-03-09,"San Mateo","COx",0.441667,7
2011-03-10,"San Mateo","COx",0.541667,8
2011-03-11,"San Mateo","COx",0.433333,7
2011-03-12,"San Mateo","COx",0.404167,6
2011-03-13,"San Mateo","COx",0.4,6
2011-03-14,"San Mateo","COx",0.379167,6
2011-03-15,"San Mateo","COx",0.4625,6
2011-03-16,"San Mateo","COx",0.3375,5
2011-03-17,"San Mateo","COx",0.495833,8
2011-03-18,"San Mateo","COx",0.45,6
2011-03-19,"San Mateo","COx",0.475,6
2011-03-20,"San Mateo","COx",0.458333,6
2011-03-21,"San Mateo","COx",0.583333,9
2011-03-22,"San Mateo","COx",0.5625,8
2011-03-23,"San Mateo","COx",0.55,7
2011-03-24,"San Mateo","COx",0.447619,7
2011-03-25,"San Mateo","COx",0.316667,5
2011-03-26,"San Mateo","COx",0.304167,5
2011-03-27,"San Mateo","COx",0.333333,5
2011-03-28,"San Mateo","COx",0.3625,6
2011-03-29,"San Mateo","COx",0.420833,8
2011-03-30,"San Mateo","COx",0.445833,7
2011-03-31,"San Mateo","COx",0.566667,10
2011-04-01,"San Mateo","COx",0.533333,8
2011-04-02,"San Mateo","COx",0.354167,5
2011-04-03,"San Mateo","COx",0.375,5
2011-04-04,"San Mateo","COx",0.504167,9
2011-04-05,"San Mateo","COx",0.494444,7
2011-04-06,"San Mateo","COx",0.520833,9
2011-04-07,"San Mateo","COx",0.429167,6
2011-04-08,"San Mateo","COx",0.491667,7
2011-04-09,"San Mateo","COx",0.529167,7
2011-04-10,"San Mateo","COx",0.4875,7
2011-04-11,"San Mateo","COx",0.566667,8
2011-04-12,"San Mateo","COx",0.633333,9
2011-04-13,"San Mateo","COx",0.611765,8
2011-04-14,"San Mateo","COx",0.76,10
2011-04-15,"San Mateo","COx",0.642857,11
2011-04-16,"San Mateo","COx",0.329167,5
2011-04-17,"San Mateo","COx",0.3,3
2011-04-18,"San Mateo","COx",0.408333,6
2011-04-19,"San Mateo","COx",0.383333,5
2011-04-20,"San Mateo","COx",0.4,5
2011-04-21,"San Mateo","COx",0.391667,5
2011-04-22,"San Mateo","COx",0.4625,7
2011-04-23,"San Mateo","COx",0.479167,6
2011-04-24,"San Mateo","COx",0.4,5
2011-04-25,"San Mateo","COx",0.4375,6
2011-04-26,"San Mateo","COx",0.329167,6
2011-04-27,"San Mateo","COx",0.254167,3
2011-04-28,"San Mateo","COx",0.2625,3
2011-04-29,"San Mateo","COx",0.316667,5
2011-04-30,"San Mateo","COx",0.316667,5
2011-05-01,"San Mateo","COx",0.375,6
2011-05-02,"San Mateo","COx",0.4125,6
2011-05-03,"San Mateo","COx",0.383333,6
2011-05-04,"San Mateo","COx",0.458333,7
2011-05-05,"San Mateo","COx",0.5125,8
2011-05-06,"San Mateo","COx",0.4,5
2011-05-07,"San Mateo","COx",0.3875,5
2011-05-08,"San Mateo","COx",0.4,5
2011-05-09,"San Mateo","COx",0.445833,6
2011-05-10,"San Mateo","COx",0.579167,9
2011-05-11,"San Mateo","COx",0.483333,6
2011-05-12,"San Mateo","COx",0.345833,6
2011-05-13,"San Mateo","COx",0.291667,5
2011-05-14,"San Mateo","COx",0.2,2
2011-05-15,"San Mateo","COx",0.245833,3
2011-05-16,"San Mateo","COx",0.333333,5
2011-05-17,"San Mateo","COx",0.333333,5
2011-05-18,"San Mateo","COx",0.333333,5
2011-05-19,"San Mateo","COx",0.441667,7
2011-05-20,"San Mateo","COx",0.375,6
2011-05-21,"San Mateo","COx",0.258333,3
2011-05-22,"San Mateo","COx",0.25,5
2011-05-23,"San Mateo","COx",0.266667,3
2011-05-24,"San Mateo","COx",0.325,5
2011-05-25,"San Mateo","COx",0.341667,5
2011-05-26,"San Mateo","COx",0.379167,6
2011-05-27,"San Mateo","COx",0.341667,5
2011-05-28,"San Mateo","COx",0.3,3
2011-05-29,"San Mateo","COx",0.316667,5
2011-05-30,"San Mateo","COx",0.391667,5
2011-05-31,"San Mateo","COx",0.391667,5
2011-06-01,"San Mateo","COx",0.433333,6
2011-06-02,"San Mateo","COx",0.359091,7
2011-06-03,"San Mateo","COx",0.304167,5
2011-06-04,"San Mateo","COx",0.2375,5
2011-06-05,"San Mateo","COx",0.2,2
2011-06-06,"San Mateo","COx",0.233333,3
2011-06-07,"San Mateo","COx",0.266667,3
2011-06-08,"San Mateo","COx",0.316667,5
2011-06-09,"San Mateo","COx",0.329167,5
2011-06-10,"San Mateo","COx",0.333333,5
2011-06-11,"San Mateo","COx",0.3,3
2011-06-12,"San Mateo","COx",0.3,3
2011-06-13,"San Mateo","COx",0.333333,5
2011-06-14,"San Mateo","COx",0.375,6
2011-06-15,"San Mateo","COx",0.45,6
2011-06-16,"San Mateo","COx",0.333333,5
2011-06-17,"San Mateo","COx",0.3,3
2011-06-18,"San Mateo","COx",0.283333,3
2011-06-19,"San Mateo","COx",0.279167,5
2011-06-20,"San Mateo","COx",0.475,7
2011-06-21,"San Mateo","COx",0.466667,7
2011-06-22,"San Mateo","COx",0.333333,5
2011-06-23,"San Mateo","COx",0.313636,5
2011-06-24,"San Mateo","COx",0.370833,5
2011-06-25,"San Mateo","COx",0.333333,5
2011-06-26,"San Mateo","COx",0.333333,5
2011-06-27,"San Mateo","COx",0.375,5
2011-06-28,"San Mateo","COx",0.391667,5
2011-06-29,"San Mateo","COx",0.304167,5
2011-06-30,"San Mateo","COx",0.44375,6
2011-07-01,"San Mateo","COx",0.478261,7
2011-07-02,"San Mateo","COx",0.5,6
2011-07-03,"San Mateo","COx",0.541667,7
2011-07-04,"San Mateo","COx",0.5,6
2011-07-05,"San Mateo","COx",0.6,8
2011-07-06,"San Mateo","COx",0.520833,7
2011-07-07,"San Mateo","COx",0.32381,6
2011-07-08,"San Mateo","COx",0.3125,5
2011-07-09,"San Mateo","COx",0.204167,3
2011-07-10,"San Mateo","COx",0.2,2
2011-07-11,"San Mateo","COx",0.2,2
2011-07-12,"San Mateo","COx",0.241667,3
2011-07-13,"San Mateo","COx",0.2,2
2011-07-14,"San Mateo","COx",0.2,2
2011-07-15,"San Mateo","COx",0.2625,3
2011-07-16,"San Mateo","COx",0.254167,3
2011-07-17,"San Mateo","COx",0.270833,3
2011-07-18,"San Mateo","COx",0.35,5
2011-07-19,"San Mateo","COx",0.341667,5
2011-07-20,"San Mateo","COx",0.45,6
2011-07-21,"San Mateo","COx",0.381818,5
2011-07-22,"San Mateo","COx",0.333333,5
2011-07-23,"San Mateo","COx",0.3,3
2011-07-24,"San Mateo","COx",0.3,3
2011-07-25,"San Mateo","COx",0.3,3
2011-07-26,"San Mateo","COx",0.3375,5
2011-07-27,"San Mateo","COx",0.375,5
2011-07-28,"San Mateo","COx",0.386667,5
2011-07-29,"San Mateo","COx",0.383333,5
2011-07-30,"San Mateo","COx",0.4,5
2011-07-31,"San Mateo","COx",0.4,6
2011-08-01,"San Mateo","COx",0.4125,6
2011-08-02,"San Mateo","COx",0.4,5
2011-08-03,"San Mateo","COx",0.429167,6
2011-08-04,"San Mateo","COx",0.355556,5
2011-08-05,"San Mateo","COx",0.3625,5
2011-08-06,"San Mateo","COx",0.333333,5
2011-08-07,"San Mateo","COx",0.3,3
2011-08-08,"San Mateo","COx",0.358333,5
2011-08-09,"San Mateo","COx",0.375,5
2011-08-10,"San Mateo","COx",0.4,5
2011-08-11,"San Mateo","COx",0.4,5
2011-08-12,"San Mateo","COx",0.4125,6
2011-08-13,"San Mateo","COx",0.433333,6
2011-08-14,"San Mateo","COx",0.404167,6
2011-08-15,"San Mateo","COx",0.445833,6
2011-08-16,"San Mateo","COx",0.372727,6
2011-08-17,"San Mateo","COx",0.320833,5
2011-08-18,"San Mateo","COx",0.325,5
2011-08-19,"San Mateo","COx",0.333333,5
2011-08-20,"San Mateo","COx",0.3,3
2011-08-21,"San Mateo","COx",0.3,3
2011-08-22,"San Mateo","COx",0.370833,5
2011-08-23,"San Mateo","COx",0.520833,8
2011-08-24,"San Mateo","COx",0.454167,6
2011-08-25,"San Mateo","COx",0.366667,5
2011-08-26,"San Mateo","COx",0.4,5
2011-08-27,"San Mateo","COx",0.4,5
2011-08-28,"San Mateo","COx",0.4,5
2011-08-29,"San Mateo","COx",0.429167,6
2011-08-30,"San Mateo","COx",0.495833,8
2011-08-31,"San Mateo","COx",0.470833,6
2011-09-01,"San Mateo","COx",0.5,6
2011-09-02,"San Mateo","COx",0.504762,8
2011-09-03,"San Mateo","COx",0.3,3
2011-09-04,"San Mateo","COx",0.3,3
2011-09-05,"San Mateo","COx",0.279167,3
2011-09-06,"San Mateo","COx",0.370833,5
2011-09-07,"San Mateo","COx",0.479167,7
2011-09-08,"San Mateo","COx",0.341667,5
2011-09-09,"San Mateo","COx",0.375,5
2011-09-10,"San Mateo","COx",0.4375,6
2011-09-11,"San Mateo","COx",0.383333,5
2011-09-12,"San Mateo","COx",0.4,5
2011-09-13,"San Mateo","COx",0.370833,5
2011-09-14,"San Mateo","COx",0.407143,6
2011-09-15,"San Mateo","COx",0.429167,6
2011-09-16,"San Mateo","COx",0.433333,7
2011-09-17,"San Mateo","COx",0.441667,6
2011-09-18,"San Mateo","COx",0.491667,6
2011-09-19,"San Mateo","COx",0.6625,9
2011-09-20,"San Mateo","COx",0.666667,9
2011-09-21,"San Mateo","COx",0.65,9
2011-09-22,"San Mateo","COx",0.438095,6
2011-09-23,"San Mateo","COx",0.529167,8
2011-09-24,"San Mateo","COx",0.254167,5
2011-09-25,"San Mateo","COx",0.216667,3
2011-09-26,"San Mateo","COx",0.320833,5
2011-09-27,"San Mateo","COx",0.420833,6
2011-09-28,"San Mateo","COx",0.633333,11
2011-09-29,"San Mateo","COx",0.5125,7
2011-09-30,"San Mateo","COx",0.333333,5
2011-10-01,"San Mateo","COx",0.279167,3
2011-10-02,"San Mateo","COx",0.3375,5
2011-10-03,"San Mateo","COx",0.370833,5
2011-10-04,"San Mateo","COx",0.333333,5
2011-10-05,"San Mateo","COx",0.3,3
2011-10-06,"San Mateo","COx",0.4125,7
2011-10-07,"San Mateo","COx",0.491667,8
2011-10-08,"San Mateo","COx",0.4875,8
2011-10-09,"San Mateo","COx",0.3875,6
2011-10-10,"San Mateo","COx",0.475,7
2011-10-11,"San Mateo","COx",0.429167,6
2011-10-12,"San Mateo","COx",0.604167,9
2011-10-13,"San Mateo","COx",0.725,11
2011-10-14,"San Mateo","COx",0.791667,11
2011-10-15,"San Mateo","COx",0.595833,9
2011-10-16,"San Mateo","COx",0.433333,6
2011-10-17,"San Mateo","COx",0.654167,10
2011-10-18,"San Mateo","COx",0.733333,11
2011-10-19,"San Mateo","COx",0.445833,7
2011-10-20,"San Mateo","COx",0.5625,8
2011-10-21,"San Mateo","COx",0.65,10
2011-10-22,"San Mateo","COx",0.841667,13
2011-10-23,"San Mateo","COx",0.783333,10
2011-10-24,"San Mateo","COx",0.733333,10
2011-10-25,"San Mateo","COx",0.725,11
2011-10-26,"San Mateo","COx",0.66087,14
2011-10-27,"San Mateo","COx",0.5,7
2011-10-28,"San Mateo","COx",0.758333,14
2011-10-29,"San Mateo","COx",0.654167,9
2011-10-30,"San Mateo","COx",0.591667,8
2011-10-31,"San Mateo","COx",0.725,11
2011-11-01,"San Mateo","COx",0.5125,9
2011-11-02,"San Mateo","COx",0.408333,8
2011-11-03,"San Mateo","COx",0.5375,10
2011-11-04,"San Mateo","COx",0.370833,6
2011-11-05,"San Mateo","COx",0.4125,7
2011-11-06,"San Mateo","COx",0.375,5
2011-11-07,"San Mateo","COx",0.604167,9
2011-11-08,"San Mateo","COx",0.670833,10
2011-11-09,"San Mateo","COx",0.695833,10
2011-11-10,"San Mateo","COx",0.758333,10
2011-11-11,"San Mateo","COx",0.7875,13
2011-11-12,"San Mateo","COx",0.5375,9
2011-11-13,"San Mateo","COx",0.616667,10
2011-11-14,"San Mateo","COx",0.694118,10
2011-11-15,"San Mateo","COx",0.855556,13
2011-11-16,"San Mateo","COx",0.804167,13
2011-11-17,"San Mateo","COx",0.529167,9
2011-11-18,"San Mateo","COx",0.4,5
2011-11-19,"San Mateo","COx",0.391667,6
2011-11-20,"San Mateo","COx",0.333333,7
2011-11-21,"San Mateo","COx",0.708333,13
2011-11-22,"San Mateo","COx",0.620833,10
2011-11-23,"San Mateo","COx",0.4625,8
2011-11-24,"San Mateo","COx",0.366667,9
2011-11-25,"San Mateo","COx",0.545833,9
2011-11-26,"San Mateo","COx",0.604167,10
2011-11-27,"San Mateo","COx",0.670833,13
2011-11-28,"San Mateo","COx",0.858333,16
2011-11-29,"San Mateo","COx",0.8625,16
2011-11-30,"San Mateo","COx",0.647619,14
2011-12-01,"San Mateo","COx",0.4,5
2011-12-02,"San Mateo","COx",0.754167,16
2011-12-03,"San Mateo","COx",0.525,16
2011-12-04,"San Mateo","COx",0.75,10
2011-12-05,"San Mateo","COx",0.758333,11
2011-12-06,"San Mateo","COx",1.0125,16
2011-12-07,"San Mateo","COx",1.108333,16
2011-12-08,"San Mateo","COx",0.983333,14
2011-12-09,"San Mateo","COx",1.1875,17
2011-12-10,"San Mateo","COx",1.058333,16
2011-12-11,"San Mateo","COx",0.804167,15
2011-12-12,"San Mateo","COx",0.833333,13
2011-12-13,"San Mateo","COx",0.95,14
2011-12-14,"San Mateo","COx",1.058333,19
2011-12-15,"San Mateo","COx",0.791667,11
2011-12-16,"San Mateo","COx",0.85,14
2011-12-17,"San Mateo","COx",0.7875,11
2011-12-18,"San Mateo","COx",0.620833,10
2011-12-19,"San Mateo","COx",0.633333,10
2011-12-20,"San Mateo","COx",0.70625,10
2011-12-21,"San Mateo","COx",0.926667,14
2011-12-22,"San Mateo","COx",0.579167,10
2011-12-23,"San Mateo","COx",0.865217,14
2011-12-24,"San Mateo","COx",0.8,15
2011-12-25,"San Mateo","COx",0.866667,14
2011-12-26,"San Mateo","COx",0.791667,14
2011-12-27,"San Mateo","COx",0.679167,13
2011-12-28,"San Mateo","COx",0.9375,15
2011-12-29,"San Mateo","COx",0.870833,15
2011-12-30,"San Mateo","COx",0.4625,7
2011-12-31,"San Mateo","COx",0.608333,11
2012-01-01,"San Mateo","COx",0.677778,11
2012-01-02,"San Mateo","COx",0.883333,16
2012-01-03,"San Mateo","COx",0.933333,16
2012-01-04,"San Mateo","COx",1.116667,17
2012-01-05,"San Mateo","COx",0.830769,13
2012-01-06,"San Mateo","COx",0.6625,10
2012-01-07,"San Mateo","COx",0.7375,11
2012-01-08,"San Mateo","COx",0.445833,8
2012-01-09,"San Mateo","COx",0.966667,16
2012-01-10,"San Mateo","COx",1.066667,16
2012-01-11,"San Mateo","COx",1.120833,16
2012-01-12,"San Mateo","COx",1.241176,20
2012-01-13,"San Mateo","COx",1.029167,17
2012-01-14,"San Mateo","COx",1.025,17
2012-01-15,"San Mateo","COx",0.670833,16
2012-01-16,"San Mateo","COx",0.483333,8
2012-01-17,"San Mateo","COx",0.683333,11
2012-01-18,"San Mateo","COx",0.741667,14
2012-01-19,"San Mateo","COx",0.858333,14
2012-01-20,"San Mateo","COx",0.441667,6
2012-01-21,"San Mateo","COx",0.366667,7
2012-01-22,"San Mateo","COx",0.495833,7
2012-01-23,"San Mateo","COx",0.4,6
2012-01-24,"San Mateo","COx",0.583333,8
2012-01-25,"San Mateo","COx",0.7375,10
2012-01-26,"San Mateo","COx",0.566667,9
2012-01-27,"San Mateo","COx",0.7125,9
2012-01-28,"San Mateo","COx",0.641667,10
2012-01-29,"San Mateo","COx",0.7875,11
2012-01-30,"San Mateo","COx",0.895833,15
2012-01-31,"San Mateo","COx",0.426087,7
2012-02-01,"San Mateo","COx",0.395833,8
2012-02-02,"San Mateo","COx",0.725,13
2012-02-03,"San Mateo","COx",0.8,16
2012-02-04,"San Mateo","COx",0.608333,9
2012-02-05,"San Mateo","COx",0.5875,9
2012-02-06,"San Mateo","COx",0.845833,15
2012-02-07,"San Mateo","COx",0.379167,6
2012-02-08,"San Mateo","COx",0.641667,10
2012-02-09,"San Mateo","COx",0.775,13
2012-02-10,"San Mateo","COx",0.633333,11
2012-02-11,"San Mateo","COx",0.3125,5
2012-02-12,"San Mateo","COx",0.366667,6
2012-02-13,"San Mateo","COx",0.375,6
2012-02-14,"San Mateo","COx",0.541667,9
2012-02-15,"San Mateo","COx",0.445455,8
2012-02-16,"San Mateo","COx",0.55,8
2012-02-17,"San Mateo","COx",0.558333,9
2012-02-18,"San Mateo","COx",0.358333,6
2012-02-19,"San Mateo","COx",0.375,6
2012-02-20,"San Mateo","COx",0.479167,7
2012-02-21,"San Mateo","COx",0.641176,10
2012-02-22,"San Mateo","COx",0.8375,17
2012-02-23,"San Mateo","COx",0.533333,9
2012-02-24,"San Mateo","COx",0.520833,8
2012-02-25,"San Mateo","COx",0.316667,6
2012-02-26,"San Mateo","COx",0.408333,6
2012-02-27,"San Mateo","COx",0.470833,10
2012-02-28,"San Mateo","COx",0.429167,7
2012-02-29,"San Mateo","COx",0.34,6
2012-03-01,"San Mateo","COx",0.454167,6
2012-03-02,"San Mateo","COx",0.55,9
2012-03-03,"San Mateo","COx",0.595833,8
2012-03-04,"San Mateo","COx",0.6125,9
2012-03-05,"San Mateo","COx",0.6,9
2012-03-06,"San Mateo","COx",0.320833,5
2012-03-07,"San Mateo","COx",0.379167,6
2012-03-08,"San Mateo","COx",0.695833,11
2012-03-09,"San Mateo","COx",0.666667,9
2012-03-10,"San Mateo","COx",0.495833,7
2012-03-11,"San Mateo","COx",0.408333,6
2012-03-12,"San Mateo","COx",0.558333,9
2012-03-13,"San Mateo","COx",0.370833,5
2012-03-14,"San Mateo","COx",0.4125,6
2012-03-15,"San Mateo","COx",0.408333,7
2012-03-16,"San Mateo","COx",0.270833,3
2012-03-17,"San Mateo","COx",0.341667,6
2012-03-18,"San Mateo","COx",0.2,2
2012-03-19,"San Mateo","COx",0.391667,8
2012-03-20,"San Mateo","COx",0.383333,6
2012-03-21,"San Mateo","COx",0.45,7
2012-03-22,"San Mateo","COx",0.279167,5
2012-03-23,"San Mateo","COx",0.358333,6
2012-03-24,"San Mateo","COx",0.283333,5
2012-03-25,"San Mateo","COx",0.329167,5
2012-03-26,"San Mateo","COx",0.404167,7
2012-03-27,"San Mateo","COx",0.358333,5
2012-03-28,"San Mateo","COx",0.4,7
2012-03-29,"San Mateo","COx",0.479167,8
2012-03-30,"San Mateo","COx",0.429167,7
2012-03-31,"San Mateo","COx",0.3,3
2012-04-01,"San Mateo","COx",0.308333,5
